17.226858,-11.187948
17.352954,-11.266521
17.479143,-11.372168
17.605197,-11.236356
17.731266,-11.235721
17.857393,-11.191322
17.983491,-11.145978
18.109579,-11.058648
18.235781,-11.011951
18.361728,-11.020962
18.487845,-10.850405
18.613947,-10.978079
18.740047,-10.83951
18.866169,-10.643796
18.992288,-10.722411
17.226858,-11.139942
17.352954,-11.38387
17.479143,-11.542815
17.605197,-11.513677
17.731266,-11.480467
17.857393,-11.434796
17.983491,-11.434345
18.109579,-11.446409
18.235781,-11.384947
18.361728,-11.327736
17.226858,-9.970673
17.352954,-10.296845
17.479143,-10.523912
17.605197,-10.623918
17.731266,-10.694026
17.857393,-10.810193
17.983491,-10.891273
18.109579,-10.943126
18.235781,-10.998478
18.361728,-11.112109
18.740047,-11.176463
18.866169,-11.082263
18.992288,-11.04537
19.244525,-10.771533
17.226858,-10.930861
17.352954,-11.149767
17.479143,-11.289092
17.605197,-11.272616
17.731266,-11.370401
17.857393,-11.374809
17.983491,-11.419786
18.109579,-11.392727
18.235781,-11.34142
18.361728,-11.364495
18.487845,-10.70348
18.613947,-11.212992
18.740047,-11.342698
18.866169,-11.057264
18.992288,-11.065479
19.118265,-10.666017
19.370513,-10.746253
19.622732,-10.337055
17.226858,-11.054251
17.352954,-11.068733
17.479143,-11.274227
17.605197,-11.151197
17.731266,-11.191946
17.857393,-11.189574
17.983491,-11.162715
18.109579,-11.144634
18.235781,-11.12247
18.361728,-11.067361
25.733679,-9.866908
25.833721,-10.079878
25.93369,-9.967293
26.033826,-10.481838
26.133219,-10.658328
22.383815,-10.557783
22.383815,-10.646724
22.383815,-10.182967
22.383815,-10.545884
22.383815,-10.326389
22.383815,-9.990234
22.383815,-10.435871
18.860578,-10.981123
19.228657,-10.981123
19.184407,-10.812431
18.834993,-10.847996
24.161967,-10.701922
25.161967,-11.065022
23.161967,-10.404544
23.684845,-10.529703
22.684845,-10.329393
23.383815,-10.877915
23.383815,-10.836731
23.383815,-10.89745
23.383815,-10.899833
23.383815,-10.880652
23.383815,-10.693566
23.383815,-10.673228
23.383815,-10.789732
23.383815,-10.600241
23.383815,-10.943575
23.383815,-10.561254
23.383815,-10.801016
23.383815,-10.89555
23.383815,-10.684733
23.383815,-10.574619
23.383815,-10.511566
23.383815,-10.531583
23.383815,-10.412315
23.383815,-10.561254
23.383815,-10.488704
23.383815,-10.509614
23.383815,-10.305251
23.383815,-10.437964
23.383815,-10.705631
24.161967,-10.957867
25.161967,-11.437055
23.161967,-10.584332
23.684845,-10.655867
22.684845,-10.551094
24.161967,-11.276092
23.161967,-10.689294
23.684845,-10.760648
22.684845,-10.63315
19.059563,-10.887841
18.820989,-11.167555
19.059563,-11.006805
18.710033,-10.975605
18.971508,-11.040919
25.347135,-11.495517
18.249687,-11.207943
18.249687,-11.268983
18.249687,-11.164593
18.249687,-11.400314
17.860578,-11.294553
17.860578,-11.322689
17.860578,-11.225015
17.860578,-11.496753
17.529559,-11.320647
17.529559,-11.333674
17.529559,-11.223857
17.529559,-11.538474
17.228657,-11.464268
17.228657,-11.458378
17.228657,-11.357351
17.228657,-11.674566
16.860578,-11.402461
16.860578,-11.423939
16.860578,-11.316544
16.860578,-11.620885
18.073718,-11.189434
17.1827,-11.334916
17.5738,-11.236044
17.383815,-11.63717
17.860578,-11.166081
17.860578,-11.087885
17.860578,-11.361195
17.860578,-11.408085
17.383815,-11.883525
17.383815,-11.793062
17.383815,-11.24458
17.383815,-11.317106
16.883434,-11.629832
18.033826,-11.180695
17.533899,-11.226584
17.622007,-11.246779
17.122216,-11.414947
18.033826,-11.087112
18.033826,-11.111243
18.033826,-11.01274
18.033826,-11.137821
18.033826,-11.331584
18.033826,-10.943714
18.033826,-11.069291
18.033826,-11.033323
18.033826,-11.50699
18.033826,-11.374707
18.033826,-11.060074
18.033826,-10.997537
18.033826,-11.090675
18.033826,-11.556736
18.033826,-11.117401
18.033826,-11.141163
18.033826,-11.143869
18.033826,-11.023343
18.033826,-11.236979
18.033826,-10.980146
18.033826,-11.410113
18.033826,-11.03094
18.033826,-11.167138
18.033826,-11.462451
18.033826,-11.183978
18.033826,-11.307518
18.033826,-11.192166
18.033826,-11.428375
18.033826,-11.445537
18.033826,-11.287603
18.033826,-11.052937
18.033826,-11.079514
18.033826,-11.605234
18.033826,-11.336739
18.033826,-11.051389
