4.060906314632097260e-07 1.428315776915436735e-11
6.227293900633853572e-07 8.879569733590860897e-12
9.549392751352980719e-07 8.175054388776586562e-12
1.473345727412549838e-06 5.654976640116596319e-12
2.259337239271490786e-06 4.428155742808959018e-12
3.464634719322457913e-06 3.214441008480391304e-12
5.312926963574999069e-06 1.777513935410602374e-12
3.550032547284011580e-09 5.108603175916303505e-11
2.866453238053225590e-09 5.021375941774266785e-11
2.300400535494775232e-09 4.735792551827717578e-11
4.702008911173309256e-09 4.405336197242848807e-11
5.544999163807390518e-09 5.073531912263634013e-11
6.114230445878618121e-09 4.752132666691284773e-11
4.238289416232300349e-07 9.286208794564678574e-12
6.459731730625061899e-07 5.520260990463827627e-12
9.845513114755348343e-07 4.776748610416923568e-12
1.509783753129518715e-06 3.396562738951107625e-12
2.301116572908034838e-06 2.254390625260186276e-12
3.507215832158825351e-06 1.406347822060849283e-12
2.300400535494775232e-09 4.868103023986958888e-11
3.550032547284011580e-09 5.625834937654100126e-11
5.578969727894194673e-09 5.822987380548297994e-11
6.114230445878618121e-09 5.606490614687472571e-11
4.730815028241172888e-09 4.868103023986958888e-11
2.866453238053225590e-09 5.398043127755989293e-11
1.998771371156738620e-14 6.953188352810320118e-14
3.443203536328943415e-14 1.040405627473360914e-13
4.316761203012626487e-14 1.210658597028392992e-13
6.004407056681650426e-14 1.589266426865107305e-13
9.495431665103662566e-14 2.504111728438281841e-13
1.938623537056079216e-09 3.582827333765436882e-11
1.014325007973819490e-09 3.414156859971477647e-11
7.611014088309163403e-10 3.332823127106043316e-11
5.641571062641940592e-10 3.186880245917386019e-11
1.770986903651915503e-13 4.041865893199539247e-13
9.097817442266766702e-14 2.022594169324401711e-13
5.788240395466033747e-14 1.413632673152895933e-13
3.299021918636066911e-14 9.744977767804552419e-14
1.938623537056079216e-09 5.684269295963201385e-11
1.014325007973819490e-09 5.004110039196051968e-11
7.611014088309163403e-10 4.735792551827717578e-11
5.641571062641940592e-10 4.300390100111280665e-11
1.770986903651915503e-13 4.256182036964558689e-13
9.097817442266766702e-14 2.378019478498146506e-13
5.788240395466033747e-14 1.509240373218244028e-13
3.299021918636066911e-14 9.846196791986510162e-14
1.938623537056079216e-09 2.144563046347712491e-11
1.014325007973819490e-09 2.297505419511511633e-11
7.611014088309163403e-10 2.273887035527455860e-11
5.641571062641940592e-10 2.181816640809718384e-11
1.770986903651915503e-13 3.825143380655170230e-13
9.097817442266766702e-14 1.662046733439297223e-13
5.788240395466033747e-14 1.257408638869476225e-13
3.299021918636066911e-14 9.611635823505813123e-14
2.081033367965283987e-01 6.706210599411316218e-11
6.564739130196607375e-01 6.846246085351894826e-11
2.083578317963297177e+00 6.068711396277006170e-11
6.572767320947135339e+00 6.412548541927354152e-11
2.086126380247041112e+01 8.049319429708726150e-11
6.580805329581579599e+01 1.020881462618079847e-10
2.075952789625393109e+02 4.544038835510426647e-11
6.190700100490763797e-14 1.605773801302009250e-13
6.190700100490763797e-14 1.292538625853750334e-13
9.097817442266766702e-14 1.901002978442593210e-13
4.533038913952601168e-14 1.296998329141195948e-13
3.180252730155561811e-14 9.982792793780574849e-14
1.986594334126157763e-14 5.694067194808034368e-14
