1.015081597508760259e-06 5.883469519607681985e-13
1.464374467861727415e-06 8.360146958670849415e-13
2.112532221437312934e-06 7.209261855555366377e-13
3.047575933994109730e-06 1.538104309857258457e-12
4.369715972330467981e-06 1.317258182567282645e-12
6.303828694552900553e-06 1.570222177506256879e-12
9.094013538155710350e-06 1.486027772111799945e-12
2.272456635046921232e-09 3.047328140283667372e-11
2.272456635046921232e-09 2.329378645391050060e-11
2.272456635046921232e-09 1.498879230412334885e-11
2.244852180517371643e-09 3.005631107327457375e-11
2.244852180517371643e-09 2.305432604252742979e-11
2.244852180517371643e-09 2.242773109394688860e-11
2.244852180517371643e-09 1.750175200855119058e-11
2.244852180517371643e-09 1.483470733479547723e-11
2.244852180517371643e-09 1.375211463592830908e-11
2.244852180517371643e-09 1.257408638869476276e-11
2.244852180517371643e-09 1.947394779785888759e-11
2.244852180517371643e-09 2.043602427425462226e-11
2.244852180517371643e-09 1.762273450549613832e-11
1.801550114131981112e-09 3.154119077773859636e-11
1.801550114131981112e-09 2.719912756041986740e-11
1.801550114131981112e-09 1.679310061536292577e-11
1.768823762925187025e-09 3.100263831274018156e-11
1.768823762925187025e-09 2.673471398463917684e-11
1.768823762925187025e-09 2.394457760457110626e-11
1.768823762925187025e-09 2.369842705215097447e-11
1.768823762925187025e-09 1.836639558662382111e-11
1.768823762925187025e-09 1.656331818381607068e-11
1.768823762925187025e-09 1.279251312874907109e-11
1.768823762925187025e-09 1.244482462589116283e-11
1.768823762925187025e-09 2.137189008422562551e-11
1.768823762925187025e-09 2.266068319604861573e-11
1.768823762925187025e-09 1.768353900714577887e-11
1.376808453035322349e-09 2.609782640898214225e-11
1.376808453035322349e-09 1.940698701073800612e-11
1.033091804951879464e-09 1.473286502795874020e-11
1.033091804951879464e-09 2.923940874194037559e-11
9.958991222943713922e-10 1.556759021551226588e-11
9.958991222943713922e-10 3.905017969167117066e-11
9.958991222943713922e-10 2.289605492239348884e-11
9.958991222943713922e-10 3.905017969167117066e-11
9.958991222943713922e-10 2.289605492239348884e-11
9.958991222943713922e-10 1.920748294545895630e-11
9.958991222943713922e-10 2.305432604252742979e-11
9.958991222943713922e-10 3.449618985591935593e-11
9.958991222943713922e-10 1.726227299720197820e-11
9.958991222943713922e-10 2.609782640898214225e-11
7.847153804954015200e-10 1.934025646696890809e-11
7.564645803406233847e-10 3.016001569503273044e-11
7.518560006200726753e-10 3.620041403943662565e-11
7.518560006200726753e-10 1.981223328453237582e-11
7.518560006200726753e-10 3.620041403943662565e-11
7.518560006200726753e-10 1.981223328453237582e-11
7.518560006200726753e-10 1.960856328257196536e-11
7.518560006200726753e-10 1.453127309878998533e-11
7.518560006200726753e-10 1.981223328453237582e-11
7.518560006200726753e-10 3.473464799324281376e-11
7.518560006200726753e-10 1.274852632354414869e-11
7.518560006200726753e-10 2.913886960911365868e-11
5.676151660482346220e-10 3.047328140283667372e-11
5.641571062641940592e-10 2.227376163434291165e-11
5.641571062641940592e-10 3.582827333765436882e-11
5.641571062641940592e-10 1.768353900714577887e-11
5.573040605570884827e-10 1.578355894190796394e-11
5.405334420352649873e-10 3.100263831274018156e-11
5.405334420352649873e-10 2.227376163434291165e-11
5.405334420352649873e-10 2.129840325982033757e-11
