1.692685538445695243e-15 1.957482242336497927e-14
5.781170451295521753e-15 3.225531936709597721e-14
2.060785355068263599e-14 4.944145568925602541e-14
9.905830100268262548e-07 4.834682826965689277e-13
9.905830100268262548e-07 4.986903505084848142e-13
9.905830100268262548e-07 7.025409650466844350e-12
9.905830100268262548e-07 4.536219814179255529e-12
9.905830100268262548e-07 1.846153311579502729e-12
9.905830100268262548e-07 5.444726458621507973e-12
9.905830100268262548e-07 2.959403536686247051e-12
9.934677612276292258e-02 4.083847899863093744e-11
9.934677612276292258e-02 3.026407813344216186e-11
9.934677612276292258e-02 2.394457760457110626e-11
9.934677612276292258e-02 3.695633163196013561e-11
9.934677612276292258e-02 1.954113962275022935e-11
9.934677612276292258e-02 3.851585041875029944e-11
9.934677612276292258e-02 3.497475449473324850e-11
1.938623537056079216e-09 2.189344659432137665e-11
2.814382216186814338e-09 2.805549596961602665e-11
9.958991222943713922e-10 3.695633163196013561e-11
7.518560006200726753e-10 3.437757538445225301e-11
5.710944223701494388e-10 3.309942837803187981e-11
3.987176038737663127e-07 3.779306519608374559e-12
6.151688315765964667e-07 2.659694240220102233e-12
9.491246126748052807e-07 2.301465598828106581e-12
1.455457834659922114e-06 2.005252355455363482e-12
2.245580046774697157e-06 1.699677370074454676e-12
3.443538423498925150e-06 1.597498792346602989e-12
5.312926963574999069e-06 1.699677370074454676e-12
8.197147657089610390e-06 1.977814196615286422e-12
2.300400535494775232e-09 2.461355081947506029e-11
3.550032547284011580e-09 2.313387140510714947e-11
5.578969727894194673e-09 2.050653559423790415e-11
6.114230445878618121e-09 1.927375537486418629e-11
4.730815028241172888e-09 1.836639558662382111e-11
2.866453238053225590e-09 2.386224464464320801e-11
4.396486349041824363e-07 2.208278539487559432e-12
6.700845455101539665e-07 2.696592101077843727e-12
1.015081597508760259e-06 2.118864653221144278e-12
1.547122945282475841e-06 1.814631026205994698e-12
2.343668483868945079e-06 1.082443869678233560e-12
3.572070754142249938e-06 1.406347822060849283e-12
5.411172831584223379e-06 1.491155079573227216e-12
2.300400535494775232e-09 3.110960808930023750e-11
3.550032547284011580e-09 2.984997036255996503e-11
5.578969727894194673e-09 2.729297391531459110e-11
6.114230445878618121e-09 2.565221708361773670e-11
4.730815028241172888e-09 2.427676003343471109e-11
2.866453238053225590e-09 2.944152888837289509e-11
2.206768371939635074e+02 8.520033187789788086e-12
2.800657078155154522e+02 6.270575548502159260e-12
3.598081331302187778e+02 3.105607714512042951e-12
4.510932256072588302e+02 1.783646970495720502e-12
